Sale Date,Product Category,Region,Sales Amount,Cost of Goods,Profit
2023-04-19,Electronics,East,924.81,390.03,534.78
2023-10-20,Home Goods,West,84.04,49.93,34.11
2023-03-19,Books,East,240.44,180.4,60.04
2023-09-18,Electronics,West,814.42,327.41,487.01
2023-06-12,Electronics,East,887.15,417.05,470.1
2023-11-12,Electronics,North,819.42,504.65,314.77
2023-01-08,Clothing,East,180.68,140.88,39.8
2023-07-10,Electronics,South,37.09,22.14,14.95
2023-07-29,Home Goods,East,262.28,133.9,128.38
2023-05-04,Home Goods,South,700.36,315.46,384.9
2023-03-25,Electronics,East,821.26,525.62,295.64
2023-07-08,Food & Beverage,South,756.7,310.31,446.39
2023-06-19,Books,East,686.42,376.8,309.62
2023-09-08,Electronics,North,494.92,204.34,290.58
2023-12-02,Food & Beverage,South,838.01,630.75,207.26
2023-08-16,Home Goods,South,168.06,69.42,98.64
2023-08-21,Electronics,West,646.92,361.19,285.73
2023-10-29,Food & Beverage,West,383.7,306.73,76.97
2023-03-07,Home Goods,North,912.51,416.34,496.17
2023-12-05,Food & Beverage,North,620.65,464.08,156.57
2023-07-04,Food & Beverage,South,569.28,236.47,332.81
2023-09-22,Clothing,West,877.23,643.83,233.4
2023-10-09,Home Goods,North,509.4,328.57,180.83
2023-02-06,Books,West,700.79,548.96,151.83
2023-09-28,Home Goods,South,944.14,533.48,410.66
2023-11-12,Food & Beverage,East,629.96,349.94,280.02
2023-07-29,Clothing,East,392.01,239.24,152.77
2023-12-03,Electronics,West,420.28,299.39,120.89
2023-01-07,Home Goods,West,30.6,19.95,10.65
2023-12-12,Electronics,South,295.2,156.96,138.24
2023-05-17,Home Goods,West,133.13,57.47,75.66
2023-04-15,Clothing,East,296.1,230.19,65.91
2023-11-11,Home Goods,South,570.25,272.04,298.21
2023-05-27,Home Goods,East,922.78,619.29,303.49
2023-06-23,Books,West,467.98,281.89,186.09
2023-05-22,Food & Beverage,West,551.9,353.86,198.04
2023-03-05,Food & Beverage,East,989.46,638.43,351.03
2023-05-20,Electronics,North,99.12,43.82,55.3
2023-01-22,Clothing,South,321.78,198.97,122.81
2023-05-02,Electronics,West,733.5,414.74,318.76
2023-05-03,Home Goods,East,329.88,154.45,175.43
2023-07-19,Home Goods,South,456.52,232.45,224.07
2023-01-17,Food & Beverage,West,754.23,464.83,289.4
2023-12-08,Books,North,392.04,238.74,153.3
2023-02-27,Electronics,North,906.14,631.15,274.99
2023-05-26,Food & Beverage,South,119.99,60.48,59.51
2023-10-09,Clothing,North,269.93,211.39,58.54
2023-01-13,Electronics,North,729.1,323.84,405.26
2023-09-09,Electronics,North,960.94,724.82,236.12
2023-09-04,Food & Beverage,West,411.87,285.41,126.46
2023-08-18,Food & Beverage,South,580.73,309.82,270.91
2023-01-17,Food & Beverage,South,863.78,652.3,211.48
2023-12-11,Clothing,North,566.96,274.67,292.29
2023-07-01,Books,South,241.09,130.52,110.57
2023-09-21,Books,East,306.75,176.39,130.36
2023-02-12,Food & Beverage,West,613.27,332.8,280.47
2023-07-17,Books,East,376.69,233.28,143.41
2023-10-16,Clothing,South,657.7,338.48,319.22
2023-12-30,Food & Beverage,North,632.59,454.69,177.9
2023-09-23,Books,East,507.88,389.11,118.77
2023-01-14,Clothing,West,467.27,293.67,173.6
2023-08-31,Food & Beverage,North,59.28,39.8,19.48
2023-03-23,Books,South,937.59,546.77,390.82
2023-11-12,Electronics,North,578.82,355.62,223.2
2023-10-21,Electronics,North,656.62,280.9,375.72
2023-02-04,Food & Beverage,East,799.89,471.34,328.55
2023-11-20,Clothing,East,153.58,120.25,33.33
2023-04-14,Clothing,North,161.52,98.88,62.64
2023-12-16,Electronics,South,90.42,71.95,18.47
2023-10-04,Home Goods,West,940.34,719.94,220.4
2023-01-06,Food & Beverage,East,384.23,199.76,184.47
2023-10-25,Books,East,416.68,328.64,88.04
2023-08-19,Clothing,North,716.93,433.83,283.1
2023-03-27,Clothing,East,480.1,302.75,177.35
2023-06-24,Books,West,966.76,713.84,252.92
2023-10-31,Food & Beverage,West,575.14,437.3,137.84
2023-04-15,Food & Beverage,North,150.49,111.53,38.96
2023-08-26,Books,North,894.63,372.23,522.4
2023-11-17,Books,North,135.75,58.62,77.13
2023-04-21,Books,South,738.53,502.03,236.5
2023-04-28,Food & Beverage,East,389.95,246.9,143.05
2023-02-28,Electronics,East,443.38,214.19,229.19
2023-12-23,Clothing,South,687.34,472.45,214.89
2023-03-08,Clothing,West,536.71,367.39,169.32
2023-04-25,Books,North,273.77,137.12,136.65
2023-11-01,Clothing,South,730.02,538.6,191.42
2023-08-08,Books,North,583.88,315.71,268.17
2023-11-11,Home Goods,North,210.58,86.26,124.32
2023-04-10,Food & Beverage,East,479.18,225.6,253.58
2023-06-15,Food & Beverage,East,605.19,409.41,195.78
2023-03-29,Home Goods,South,738.17,413.56,324.61
2023-03-24,Books,East,872.53,488.72,383.81
2023-07-24,Books,North,852.15,606.12,246.03
2023-03-21,Books,South,618.69,325.21,293.48
2023-11-01,Books,North,604.61,377.84,226.77
2023-05-07,Books,West,573.34,304.21,269.13
2023-07-10,Food & Beverage,North,255.79,120.17,135.62
2023-06-03,Home Goods,West,236.64,150.93,85.71
2023-02-11,Clothing,South,40.64,31.87,8.77
2023-09-06,Books,North,463.79,324.28,139.51
2023-01-11,Electronics,North,414.07,205.05,209.02
2023-04-05,Books,East,77.12,38.36,38.76
2023-09-16,Clothing,South,147.81,76.11,71.7
2023-06-11,Electronics,North,20.48,9.02,11.46
2023-07-20,Food & Beverage,West,10.36,7.11,3.25
2023-03-30,Home Goods,South,509.75,244.31,265.44
2023-08-12,Electronics,East,649.36,365.83,283.53
2023-02-07,Clothing,North,991.79,733.58,258.21
2023-10-08,Electronics,North,259.6,168.79,90.81
2023-07-04,Clothing,East,940.05,470.58,469.47
2023-08-10,Food & Beverage,North,616.04,419.64,196.4
2023-07-19,Clothing,South,965.68,522.57,443.11
2023-06-02,Food & Beverage,West,715.11,289.24,425.87
2023-08-23,Home Goods,South,35.72,23.33,12.39
2023-06-26,Food & Beverage,South,70.78,34.77,36.01
2023-06-08,Food & Beverage,North,571.72,348.19,223.53
2023-04-27,Books,North,517.61,278.74,238.87
2023-06-11,Home Goods,South,123.55,83.36,40.19
2023-08-09,Home Goods,West,741.41,360.9,380.51
2023-10-13,Clothing,North,688.15,533.43,154.72
2023-05-27,Food & Beverage,North,915.05,419.77,495.28
2023-07-10,Clothing,South,225.94,160.22,65.72
2023-11-30,Food & Beverage,East,926.48,627.18,299.3
2023-11-02,Food & Beverage,North,282.91,189.69,93.22
2023-11-13,Home Goods,South,680.66,278.37,402.29
2023-07-19,Electronics,West,763.7,311.91,451.79
2023-10-03,Electronics,East,371.59,238.65,132.94
2023-09-16,Electronics,South,292.82,199.51,93.31
2023-09-03,Books,North,988.12,417.58,570.54
2023-08-18,Electronics,West,238.45,118.11,120.34
2023-05-21,Clothing,East,405.71,233.37,172.34
2023-10-29,Home Goods,North,451.45,321.58,129.87
2023-11-26,Clothing,South,687.94,340.86,347.08
2023-11-28,Home Goods,South,431.41,312.87,118.54
2023-01-30,Food & Beverage,East,278.05,143.26,134.79
2023-09-25,Clothing,East,115.9,63.22,52.68
2023-11-04,Electronics,West,678.58,448.21,230.37
2023-12-29,Food & Beverage,South,815.55,490.28,325.27
2023-05-31,Home Goods,North,387.02,251.43,135.59
2023-11-27,Books,North,346.36,245.69,100.67
2023-04-30,Books,East,823.41,494.7,328.71
2023-04-12,Food & Beverage,North,725.34,453.77,271.57
2023-08-02,Electronics,North,751.34,400.29,351.05
2023-02-16,Home Goods,East,63.75,47.85,15.9
2023-09-17,Home Goods,West,56.28,33.29,22.99
2023-04-30,Clothing,North,720.49,469.59,250.9
2023-01-18,Clothing,South,744.13,360.29,383.84
2023-09-27,Books,South,69.61,39.51,30.1
2023-09-03,Books,North,372.07,175.86,196.21
2023-03-31,Clothing,West,376.75,261.63,115.12
2023-08-09,Books,North,661.35,334.67,326.68
2023-01-19,Home Goods,South,13.82,8.11,5.71
2023-11-22,Food & Beverage,West,698.62,382.82,315.8
2023-11-18,Clothing,South,805.88,453.62,352.26
2023-03-27,Food & Beverage,East,163.68,91.17,72.51
2023-09-21,Clothing,West,240.21,132.86,107.35
2023-07-17,Home Goods,East,226.55,180.22,46.33
2023-09-27,Home Goods,East,822.99,591.94,231.05
2023-12-05,Books,East,390.85,239.6,151.25
2023-07-21,Home Goods,East,485.48,332.96,152.52
2023-10-05,Books,North,916.91,685.23,231.68
2023-02-02,Clothing,South,341.92,263.82,78.1
2023-01-29,Food & Beverage,West,244.41,121.57,122.84
2023-08-02,Electronics,North,773.35,576.2,197.15
2023-05-30,Food & Beverage,South,420.35,227.21,193.14
2023-04-28,Home Goods,North,599.49,268.3,331.19
2023-10-07,Electronics,North,349.66,154.88,194.78
2023-02-25,Electronics,South,451.0,341.84,109.16
2023-10-12,Home Goods,East,242.83,169.19,73.64
2023-12-20,Clothing,West,819.52,643.49,176.03
2023-05-13,Books,South,14.18,7.58,6.6
2023-06-17,Clothing,East,346.58,233.51,113.07
2023-10-13,Food & Beverage,East,793.74,562.47,231.27
2023-05-29,Home Goods,West,249.4,124.2,125.2
2023-07-26,Electronics,East,218.0,133.14,84.86
2023-06-07,Home Goods,West,421.23,191.79,229.44
2023-05-11,Food & Beverage,East,905.63,625.14,280.49
2023-10-19,Books,East,881.14,512.27,368.87
2023-04-21,Food & Beverage,East,871.54,438.91,432.63
2023-10-21,Food & Beverage,North,449.26,358.19,91.07
2023-01-30,Home Goods,East,400.31,273.19,127.12
2023-10-14,Books,East,572.64,381.05,191.59
2023-02-21,Home Goods,South,46.01,22.78,23.23
2023-05-10,Food & Beverage,West,598.68,477.21,121.47
2023-04-11,Clothing,East,181.29,127.46,53.83
2023-11-19,Home Goods,South,427.74,174.54,253.2
2023-03-09,Electronics,South,249.41,146.05,103.36
2023-09-08,Food & Beverage,South,875.49,382.04,493.45
2023-11-03,Electronics,East,218.57,173.62,44.95
2023-07-22,Clothing,North,313.85,132.77,181.08
2023-03-16,Books,South,250.96,200.05,50.91
2023-10-02,Home Goods,West,165.53,68.66,96.87
2023-09-05,Home Goods,North,601.06,436.61,164.45
2023-02-21,Home Goods,East,55.91,25.82,30.09
2023-10-03,Books,East,237.68,161.34,76.34
2023-01-04,Books,East,583.27,278.26,305.01
2023-05-14,Books,East,50.07,27.67,22.4
2023-02-04,Clothing,South,699.37,471.98,227.39
2023-11-28,Clothing,East,893.84,526.0,367.84
2023-02-02,Books,South,857.58,348.14,509.44
2023-06-27,Books,East,146.95,113.94,33.01
2023-01-14,Electronics,South,536.75,301.81,234.94
2023-04-23,Books,East,502.03,379.85,122.18
2023-03-26,Books,South,883.17,377.87,505.3
2023-10-31,Clothing,South,812.08,415.69,396.39
2023-02-21,Electronics,North,859.79,624.16,235.63
2023-01-19,Home Goods,North,592.06,393.4,198.66
2023-10-03,Books,North,147.54,116.31,31.23
2023-06-26,Clothing,East,855.03,451.96,403.07
2023-07-19,Electronics,East,969.94,627.41,342.53
2023-09-19,Clothing,East,482.37,299.09,183.28
2023-11-15,Food & Beverage,South,337.6,222.27,115.33
2023-02-20,Home Goods,East,416.6,299.63,116.97
2023-01-18,Home Goods,North,338.92,257.94,80.98
2023-06-24,Home Goods,South,901.79,417.01,484.78
2023-12-17,Home Goods,North,88.55,49.91,38.64
2023-10-14,Electronics,West,745.7,370.54,375.16
2023-06-02,Books,East,602.13,462.35,139.78
2023-06-01,Home Goods,West,69.61,49.06,20.55
2023-01-20,Home Goods,North,244.4,122.37,122.03
2023-11-06,Home Goods,West,235.39,147.38,88.01
2023-11-26,Clothing,South,426.43,281.51,144.92
2023-12-17,Home Goods,West,822.1,402.2,419.9
2023-11-21,Food & Beverage,North,28.8,16.03,12.77
2023-02-12,Food & Beverage,South,818.95,547.94,271.01
2023-10-12,Clothing,East,608.8,390.21,218.59
2023-08-24,Clothing,South,59.74,31.66,28.08
2023-03-14,Electronics,South,430.4,326.32,104.08
2023-10-14,Clothing,West,384.59,220.18,164.41
2023-05-09,Books,East,733.54,413.96,319.58
2023-07-14,Clothing,North,402.37,188.26,214.11
2023-08-11,Books,North,880.79,533.28,347.51
2023-02-19,Food & Beverage,South,329.34,189.57,139.77
2023-10-27,Food & Beverage,West,458.29,194.54,263.75
2023-10-21,Clothing,East,751.7,370.33,381.37
2023-07-09,Home Goods,East,613.29,379.88,233.41
2023-07-25,Books,North,664.22,518.55,145.67
2023-07-25,Electronics,East,866.41,559.59,306.82
2023-02-14,Home Goods,East,926.38,378.12,548.26
2023-02-11,Electronics,North,785.69,495.1,290.59
2023-01-05,Home Goods,East,797.56,360.58,436.98
2023-07-28,Books,East,123.57,57.02,66.55
2023-11-13,Books,East,892.86,518.02,374.84
2023-11-29,Clothing,West,65.57,50.77,14.8
2023-05-16,Books,West,709.94,538.46,171.48
2023-09-24,Electronics,North,603.42,312.02,291.4
2023-01-03,Food & Beverage,West,314.11,134.31,179.8
2023-03-24,Food & Beverage,East,188.84,93.99,94.85
2023-09-07,Electronics,South,341.37,237.39,103.98
2023-05-23,Books,East,350.74,270.1,80.64
2023-07-12,Home Goods,South,838.63,632.82,205.81
2023-05-23,Home Goods,South,192.66,106.13,86.53
2023-08-19,Clothing,North,784.62,543.45,241.17
2023-07-06,Books,South,545.88,230.64,315.24
2023-10-21,Electronics,South,259.52,113.25,146.27
2023-03-20,Electronics,East,393.54,277.4,116.14
2023-08-14,Clothing,West,394.49,304.55,89.94
2023-09-11,Electronics,North,647.65,386.28,261.37
2023-06-01,Books,East,813.58,603.45,210.13
2023-07-13,Food & Beverage,East,489.91,381.64,108.27
2023-08-10,Food & Beverage,South,646.13,427.68,218.45
2023-03-03,Books,South,61.46,33.56,27.9
2023-01-29,Food & Beverage,East,196.76,135.09,61.67
2023-05-22,Electronics,South,643.86,289.7,354.16
2023-04-15,Electronics,East,706.68,368.59,338.09
2023-05-03,Clothing,North,766.59,594.63,171.96
2023-09-19,Food & Beverage,North,473.96,376.56,97.4
2023-02-05,Electronics,South,469.35,233.08,236.27
2023-07-31,Home Goods,South,478.52,277.76,200.76
2023-07-18,Home Goods,North,572.66,360.88,211.78
2023-03-05,Food & Beverage,South,659.06,321.99,337.07
2023-03-17,Books,West,160.27,100.39,59.88
2023-08-21,Clothing,North,365.85,174.23,191.62
2023-03-31,Food & Beverage,South,361.21,230.63,130.58
2023-10-28,Electronics,East,632.03,287.16,344.87
2023-05-16,Home Goods,South,245.27,104.76,140.51
2023-06-10,Clothing,South,143.29,60.3,82.99
2023-11-21,Electronics,East,605.11,400.04,205.07
2023-12-26,Books,North,305.15,206.9,98.25
2023-08-02,Food & Beverage,West,671.02,336.13,334.89
2023-08-24,Electronics,North,269.07,113.08,155.99
2023-10-02,Home Goods,West,611.82,467.0,144.82
2023-03-03,Home Goods,West,533.23,308.69,224.54
2023-01-14,Home Goods,East,838.02,646.93,191.09
2023-04-28,Food & Beverage,South,695.42,517.05,178.37
2023-06-08,Electronics,West,470.05,197.0,273.05
2023-01-17,Electronics,South,511.56,261.39,250.17
2023-03-28,Home Goods,North,785.91,468.94,316.97
2023-06-02,Clothing,South,759.64,382.51,377.13
2023-12-13,Books,East,168.05,92.72,75.33
2023-05-30,Electronics,North,411.94,179.14,232.8
2023-08-14,Books,West,112.93,72.71,40.22
2023-03-01,Home Goods,West,141.7,112.34,29.36
2023-05-31,Clothing,North,482.77,324.2,158.57
2023-08-17,Electronics,East,836.63,510.25,326.38
2023-03-01,Electronics,East,616.76,487.7,129.06
2023-01-26,Books,South,911.83,516.23,395.6
2023-07-29,Home Goods,North,383.99,217.07,166.92
2023-01-06,Clothing,East,265.93,192.37,73.56
2023-09-10,Books,East,478.35,330.28,148.07
2023-08-19,Food & Beverage,South,906.22,472.78,433.44
2023-05-27,Books,West,303.66,163.09,140.57
2023-05-06,Home Goods,South,465.22,358.83,106.39
2023-09-07,Clothing,North,553.58,352.14,201.44
2023-07-29,Electronics,West,133.36,61.26,72.1
2023-10-10,Electronics,East,336.95,263.6,73.35
2023-01-16,Electronics,East,292.33,181.65,110.68
2023-03-21,Clothing,East,592.4,432.43,159.97
2023-11-30,Food & Beverage,East,12.62,8.32,4.3
2023-01-20,Books,South,152.85,67.09,85.76
2023-05-28,Home Goods,South,281.47,208.99,72.48
2023-11-21,Clothing,South,817.77,466.51,351.26
2023-07-22,Electronics,West,21.04,16.39,4.65
2023-04-13,Books,East,266.21,107.56,158.65
2023-02-02,Electronics,East,443.18,211.05,232.13
2023-09-08,Electronics,East,219.17,169.64,49.53
2023-06-29,Home Goods,West,260.21,111.42,148.79
2023-01-17,Home Goods,South,797.72,569.95,227.77
2023-05-12,Clothing,South,399.05,181.83,217.22
2023-01-17,Food & Beverage,East,261.02,183.04,77.98
2023-02-12,Books,North,66.8,40.9,25.9
2023-10-22,Food & Beverage,South,826.08,477.23,348.85
2023-08-28,Electronics,South,15.92,12.58,3.34
2023-04-23,Home Goods,South,756.09,538.93,217.16
2023-09-25,Home Goods,West,327.21,230.23,96.98
2023-03-26,Books,South,70.47,53.47,17.0
2023-03-25,Home Goods,South,131.78,53.78,78.0
2023-01-27,Books,North,989.53,587.44,402.09
2023-08-02,Clothing,West,754.84,557.53,197.31
2023-01-29,Electronics,North,357.88,198.98,158.9
2023-07-18,Books,East,697.25,475.14,222.11
2023-05-06,Books,West,454.28,309.87,144.41
2023-12-06,Clothing,South,514.01,243.13,270.88
2023-09-13,Food & Beverage,North,216.25,130.03,86.22
2023-09-02,Books,South,456.54,294.74,161.8
2023-03-16,Clothing,East,979.62,586.09,393.53
2023-07-05,Electronics,North,408.05,232.95,175.1
2023-09-13,Food & Beverage,East,643.51,294.39,349.12
2023-03-08,Clothing,South,195.5,83.0,112.5
2023-06-30,Clothing,East,68.63,51.57,17.06
2023-06-16,Books,North,716.42,537.36,179.06
2023-12-02,Food & Beverage,East,662.06,386.48,275.58
2023-03-16,Clothing,North,646.1,344.55,301.55
2023-07-03,Books,North,99.66,41.39,58.27
2023-12-02,Food & Beverage,East,519.72,299.53,220.19
2023-07-24,Books,North,141.02,83.57,57.45
2023-06-05,Books,North,408.68,239.38,169.3
2023-03-26,Clothing,North,484.02,366.82,117.2
2023-03-10,Books,West,637.93,255.53,382.4
2023-02-23,Electronics,East,130.9,101.6,29.3
2023-06-05,Books,North,543.18,422.0,121.18
2023-09-07,Food & Beverage,North,101.22,64.04,37.18
2023-01-04,Home Goods,South,800.84,623.93,176.91
2023-09-07,Food & Beverage,West,73.2,55.93,17.27
2023-09-09,Clothing,South,645.12,357.68,287.44
2023-02-09,Home Goods,South,359.76,205.0,154.76
2023-10-27,Food & Beverage,East,487.24,350.53,136.71
2023-07-25,Clothing,East,36.62,22.28,14.34
2023-11-19,Home Goods,South,33.06,18.62,14.44
2023-11-27,Clothing,South,732.41,572.79,159.62
2023-08-02,Home Goods,East,720.42,510.4,210.02
2023-01-10,Clothing,South,951.76,594.36,357.4
2023-12-20,Books,North,200.9,88.82,112.08
2023-11-09,Books,West,783.33,557.61,225.72
2023-03-18,Books,West,237.78,176.74,61.04
2023-02-15,Electronics,South,21.58,12.41,9.17
2023-01-20,Books,North,914.35,647.54,266.81
2023-08-30,Books,West,95.63,56.54,39.09
2023-08-08,Home Goods,South,318.71,176.3,142.41
2023-03-18,Clothing,South,800.57,450.09,350.48
2023-06-07,Food & Beverage,South,203.41,125.46,77.95
2023-04-18,Clothing,East,652.33,356.87,295.46
2023-01-07,Electronics,South,710.35,542.63,167.72
2023-06-28,Food & Beverage,West,961.57,614.42,347.15
2023-07-25,Food & Beverage,East,454.89,329.07,125.82
2023-03-21,Books,West,399.77,188.19,211.58
2023-07-04,Food & Beverage,South,77.13,50.71,26.42
2023-05-08,Books,North,527.39,395.32,132.07
2023-07-01,Home Goods,North,802.74,588.07,214.67
2023-10-18,Food & Beverage,East,684.24,531.34,152.9
2023-03-09,Electronics,South,932.62,717.32,215.3
2023-06-15,Home Goods,South,968.4,751.88,216.52
2023-08-20,Clothing,North,328.11,171.87,156.24
2023-01-31,Electronics,East,235.5,111.49,124.01
2023-05-25,Clothing,West,412.89,230.68,182.21
2023-01-19,Books,South,113.68,66.59,47.09
2023-12-26,Food & Beverage,North,965.84,590.65,375.19
2023-12-30,Home Goods,West,995.74,525.33,470.41
2023-03-27,Home Goods,South,611.95,366.3,245.65
2023-02-11,Home Goods,South,994.74,775.67,219.07
2023-09-21,Clothing,North,157.41,66.2,91.21
2023-03-12,Home Goods,West,91.55,58.44,33.11
2023-06-12,Food & Beverage,North,725.81,389.13,336.68
2023-02-02,Electronics,North,379.54,263.25,116.29
2023-05-13,Food & Beverage,West,377.37,252.92,124.45
2023-01-17,Food & Beverage,West,95.68,40.65,55.03
2023-10-27,Electronics,West,700.4,378.28,322.12
2023-01-06,Food & Beverage,North,336.93,228.26,108.67
2023-09-01,Clothing,South,757.83,348.77,409.06
2023-02-22,Food & Beverage,East,381.0,230.76,150.24
2023-11-24,Electronics,West,545.61,367.26,178.35
2023-10-02,Books,East,68.3,29.3,39.0
2023-11-18,Clothing,North,886.12,571.46,314.66
2023-04-03,Electronics,North,347.34,184.53,162.81
2023-10-20,Books,West,433.3,300.25,133.05
2023-09-05,Clothing,North,318.36,135.21,183.15
2023-01-21,Clothing,West,265.25,139.34,125.91
2023-09-26,Home Goods,West,497.99,353.84,144.15
2023-09-26,Home Goods,East,850.42,559.81,290.61
2023-08-02,Clothing,West,632.66,437.07,195.59
2023-07-14,Food & Beverage,North,300.8,151.67,149.13
2023-07-10,Home Goods,West,860.71,673.89,186.82
2023-08-30,Electronics,West,245.68,148.72,96.96
2023-06-07,Food & Beverage,North,767.85,563.29,204.56
2023-11-03,Food & Beverage,South,40.47,24.98,15.49
2023-10-29,Electronics,South,727.41,420.77,306.64
2023-06-27,Clothing,East,971.47,566.72,404.75
2023-06-19,Home Goods,East,112.44,71.28,41.16
2023-07-01,Books,East,88.81,53.26,35.55
2023-07-19,Electronics,East,892.09,442.04,450.05
2023-09-29,Home Goods,South,275.19,164.12,111.07
2023-09-28,Books,West,105.9,65.72,40.18
2023-10-31,Home Goods,East,849.91,462.42,387.49
2023-08-03,Food & Beverage,East,694.15,298.93,395.22
2023-01-20,Food & Beverage,West,762.95,410.74,352.21
2023-03-23,Food & Beverage,West,390.7,276.54,114.16
2023-12-13,Clothing,East,480.0,195.05,284.95
2023-05-06,Clothing,West,544.56,224.03,320.53
2023-08-02,Books,East,628.84,320.86,307.98
2023-11-13,Clothing,North,517.98,236.34,281.64
2023-04-17,Home Goods,West,410.55,171.59,238.96
2023-02-23,Books,South,561.53,406.8,154.73
2023-08-13,Home Goods,East,797.93,404.47,393.46
2023-01-30,Clothing,West,337.02,197.42,139.6
2023-11-06,Clothing,West,109.5,84.73,24.77
2023-10-01,Clothing,West,225.91,107.38,118.53
2023-05-25,Books,South,377.24,195.48,181.76
2023-06-23,Books,North,956.6,488.22,468.38
2023-06-02,Books,West,391.94,158.68,233.26
2023-08-29,Home Goods,West,328.51,227.37,101.14
2023-03-19,Food & Beverage,West,194.36,101.53,92.83
2023-03-30,Home Goods,South,101.59,53.68,47.91
2023-07-03,Home Goods,North,713.04,390.63,322.41
2023-10-24,Clothing,South,332.61,212.45,120.16
2023-08-20,Electronics,East,972.8,734.47,238.33
2023-02-11,Books,West,385.74,281.29,104.45
2023-08-25,Food & Beverage,South,864.92,676.73,188.19
2023-02-15,Books,West,159.96,121.17,38.79
2023-02-24,Clothing,West,456.37,355.85,100.52
2023-03-09,Electronics,East,396.55,249.65,146.9
2023-05-26,Clothing,South,18.92,9.48,9.44
2023-02-08,Clothing,West,912.27,629.72,282.55
2023-02-16,Books,South,729.3,335.18,394.12
2023-09-09,Books,East,50.27,35.81,14.46
2023-09-12,Electronics,South,325.12,140.78,184.34
2023-01-20,Clothing,North,299.63,177.75,121.88
2023-11-24,Electronics,West,764.34,330.2,434.14
2023-09-22,Clothing,East,180.24,108.76,71.48
2023-08-03,Electronics,South,607.04,309.81,297.23
2023-11-01,Clothing,South,67.09,37.63,29.46
2023-06-30,Home Goods,North,919.19,706.71,212.48
2023-10-01,Clothing,West,274.7,208.27,66.43
2023-11-22,Home Goods,North,559.95,301.85,258.1
2023-01-03,Electronics,West,602.88,423.0,179.88
2023-11-08,Electronics,West,466.5,201.07,265.43
2023-05-03,Food & Beverage,West,356.03,214.1,141.93
2023-10-31,Clothing,North,951.51,696.57,254.94
2023-09-19,Books,East,476.68,308.58,168.1
2023-03-25,Clothing,South,785.12,324.09,461.03
2023-02-22,Books,West,25.33,15.27,10.06
2023-01-15,Books,North,444.26,199.86,244.4
2023-02-22,Home Goods,West,733.91,549.35,184.56
2023-11-26,Electronics,North,515.82,396.41,119.41
2023-12-21,Food & Beverage,West,944.09,703.74,240.35
2023-08-31,Electronics,South,491.85,277.76,214.09
2023-06-22,Home Goods,East,908.91,630.21,278.7
2023-10-16,Electronics,West,89.92,53.59,36.33
2023-07-01,Clothing,East,682.19,285.11,397.08
2023-08-22,Food & Beverage,South,240.59,165.12,75.47
2023-05-05,Food & Beverage,North,383.27,171.29,211.98
2023-10-15,Clothing,East,836.54,461.79,374.75
2023-11-14,Home Goods,North,12.99,6.86,6.13
2023-05-17,Home Goods,East,326.58,152.59,173.99
2023-01-10,Books,South,563.94,402.42,161.52
2023-01-25,Clothing,East,767.22,569.19,198.03
2023-03-13,Home Goods,South,379.28,261.04,118.24
2023-04-23,Food & Beverage,North,682.17,496.64,185.53
2023-08-08,Home Goods,West,20.04,12.1,7.94
2023-04-01,Home Goods,East,849.86,525.44,324.42
2023-08-02,Food & Beverage,East,43.7,20.32,23.38
2023-02-20,Home Goods,East,763.95,551.07,212.88
2023-04-17,Books,East,871.95,683.8,188.15
2023-04-22,Books,East,697.75,528.49,169.26
2023-05-31,Books,South,275.85,218.11,57.74
2023-10-20,Electronics,West,70.11,42.33,27.78
2023-04-27,Food & Beverage,West,995.05,774.2,220.85
2023-05-25,Food & Beverage,North,83.59,46.22,37.37
2023-03-11,Clothing,North,605.28,349.53,255.75
2023-01-07,Books,East,643.54,329.91,313.63
2023-10-12,Electronics,North,352.75,272.34,80.41
2023-06-24,Clothing,North,705.12,355.15,349.97
2023-08-26,Electronics,North,843.24,650.45,192.79
2023-12-10,Clothing,West,484.01,370.12,113.89
2023-02-09,Clothing,West,471.79,338.94,132.85
2023-07-19,Books,East,188.34,149.81,38.53
2023-12-12,Books,South,732.14,347.33,384.81
2023-07-22,Books,South,623.35,475.42,147.93
2023-08-22,Home Goods,South,369.14,254.99,114.15
2023-09-06,Home Goods,West,16.85,8.43,8.42
2023-11-25,Home Goods,East,37.3,23.07,14.23
2023-08-31,Clothing,East,158.43,115.32,43.11
2023-01-30,Books,East,111.74,59.87,51.87
2023-07-04,Clothing,South,720.85,298.43,422.42
2023-12-25,Clothing,West,54.71,36.84,17.87
2023-05-25,Home Goods,East,433.37,187.45,245.92
2023-12-21,Home Goods,East,532.37,319.84,212.53
2023-09-27,Clothing,West,229.87,143.74,86.13
2023-01-19,Home Goods,South,507.24,334.98,172.26
2023-07-09,Food & Beverage,East,322.25,255.9,66.35
2023-02-19,Clothing,South,732.43,375.77,356.66
2023-10-26,Home Goods,West,19.28,13.62,5.66
2023-12-15,Books,South,930.92,538.76,392.16
2023-01-27,Home Goods,East,307.4,240.78,66.62
2023-09-20,Food & Beverage,North,428.82,235.11,193.71
2023-08-15,Food & Beverage,East,991.45,507.61,483.84
2023-09-27,Books,South,317.62,213.34,104.28
2023-03-06,Books,South,475.24,228.73,246.51
2023-09-11,Home Goods,West,584.08,256.12,327.96
2023-04-17,Clothing,West,175.63,96.29,79.34
